date,target,combined_feature,return_label_x,return_label_y,return_x,return_y
2000-09-26,cash,-+---+--+-,-,+,-0.0136363636363636,1e-06
2000-09-27,cash,+---+--+--,-,+,-0.0028297779712668,1e-06
2000-09-28,spy,---+--+---,+,+,0.0126582278481012,1e-06
2000-09-29,cash,--+--+---+,-,+,-0.0126745435016111,1e-06
2000-10-02,cash,-+--+---+-,-,+,-0.0030322720381199,1e-06
2000-10-03,cash,+--+---+--,-,+,-0.014054054054054,1e-06
2000-10-04,spy,--+---+---,+,+,0.005686789151356,1e-06
2000-10-05,spy,-+---+---+,+,+,0.0054478099803878,1e-06
2000-10-06,cash,+---+---++,-,+,-0.0195482189400521,1e-06
2000-10-09,cash,---+---++-,-,+,-0.0092879256965944,1e-06
2000-10-10,cash,--+---++--,-,+,-0.0171759982154807,1e-06
2000-10-11,cash,-+---++---,-,+,-0.0079473206176203,1e-06
2000-10-12,cash,+---++----,-,+,-0.0302754381971318,1e-06
2000-10-13,spy,---++-----,+,+,0.0347907851433944,1e-06
2000-10-16,spy,--++-----+,+,+,0.0056856947919035,1e-06
2000-10-17,cash,-++-----++,-,+,-0.0266365688487584,1e-06
2000-10-18,spy,++-----++-,+,+,0.0122525918944392,1e-06
2000-10-19,spy,+-----++-+,+,+,0.0180406485498972,1e-06
2000-10-20,spy,-----++-++,+,+,0.0110659439927732,1e-06
2000-10-23,spy,----++-+++,+,+,0.0042429656096471,1e-06
2000-10-24,cash,---++-++++,-,+,-0.0097539348259809,1e-06
2000-10-25,cash,--++-++++-,-,+,-0.0175675675675675,1e-06
2000-10-26,cash,-++-++++--,-,+,-0.0031905195989061,1e-06
2000-10-27,spy,++-++++---,+,+,0.0101994560290117,1e-06
2000-10-30,spy,+-++++---+,+,+,0.0151241534988713,1e-06
2000-10-31,spy,-++++---++,+,+,0.0137396121883656,1e-06
2000-11-01,spy,++++---+++,+,+,0.0015377855887521,1e-06
2000-11-02,cash,+++---++++,-,+,-0.0031652477624972,1e-06
2000-11-03,cash,++---++++-,-,+,-0.0047919843171422,1e-06
2000-11-06,spy,+---++++--,+,+,0.0043658589827548,1e-06
2000-11-07,spy,---++++--+,+,+,0.004257177164065,1e-06
2000-11-08,cash,--++++--++,-,+,-0.0242950108459869,1e-06
2000-11-09,spy,-++++--++-,+,+,0.0002232142857142,1e-06
2000-11-10,cash,++++--++-+,-,+,-0.0170863309352518,1e-06
2000-11-13,cash,+++--++-+-,-,+,-0.0004608294930875,1e-06
2000-11-14,spy,++--++-+--,+,+,0.0120481927710843,1e-06
2000-11-15,spy,+--++-+--+,+,+,0.0035955056179775,1e-06
2000-11-16,cash,--++-+--++,-,+,-0.0086819258089976,1e-06
2000-11-17,cash,-++-+--++-,-,+,-0.0048930359581247,1e-06
2000-11-20,cash,++-+--++--,-,+,-0.0078268876611418,1e-06
2000-11-21,spy,+-+--++---,+,+,0.0037071362372567,1e-06
2000-11-22,cash,-+--++---+,-,+,-0.0163991625959525,1e-06
2000-11-24,spy,+--++---+-,+,+,0.0091206735266604,1e-06
2000-11-27,cash,--++---+-+,-,+,-0.0032058621479276,1e-06
2000-11-28,cash,-++---+-+-,-,+,-0.0106382978723404,1e-06
2000-11-29,cash,++---+-+--,-,+,-0.0069767441860465,1e-06
2000-11-30,cash,+---+-+---,-,+,-0.0016509433962264,1e-06
2000-12-01,cash,---+-+----,-,+,-0.0072735804786485,1e-06
2000-12-04,spy,--+-+-----,+,+,0.0111374407582938,1e-06
2000-12-05,spy,-+-+-----+,+,+,0.0210843373493975,1e-06
2000-12-06,cash,+-+-----++,-,+,-0.0164436380131549,1e-06
2000-12-07,cash,-+-----++-,-,+,-0.0090361445783132,1e-06
2000-12-08,cash,+-----++--,-,+,-0.0225718194254445,1e-06
2000-12-11,spy,-----++---,+,+,0.0090991810737033,1e-06
2000-12-12,cash,----++---+,-,+,-0.0011307100859339,1e-06
2000-12-13,cash,---++---+-,-,+,-0.0223294434470377,1e-06
2000-12-14,cash,--++---+--,-,+,-0.0108095676172953,1e-06
2000-12-15,cash,-++---+---,-,+,-0.0161971830985915,1e-06
2000-12-18,spy,++---+----,+,+,0.0049692380501656,1e-06
2000-12-19,cash,+---+----+,-,+,-0.0185185185185185,1e-06
2000-12-20,cash,---+----+-,-,+,-0.0184645286686103,1e-06
2000-12-21,spy,--+----+--,+,+,0.0089285714285714,1e-06
2000-12-22,spy,-+----+--+,+,+,0.0150193798449612,1e-06
2000-12-26,spy,+----+--++,+,+,0.0114640554096011,1e-06
2000-12-27,spy,----+--+++,+,+,0.0118595825426944,1e-06
2000-12-28,spy,---+--++++,+,+,0.0068235294117647,1e-06
2000-12-29,cash,--+--+++++,-,+,-0.0214452214452214,1e-06
2001-01-02,cash,-+--+++++-,-,+,-0.0241477272727272,1e-06
2001-01-03,spy,+--+++++--,+,+,0.0521188504627374,1e-06
2001-01-04,cash,--+++++--+,-,+,-0.0103056970819823,1e-06
2001-01-05,cash,-+++++--+-,-,+,-0.0320767970030437,1e-06
2001-01-08,spy,+++++--+--,+,+,0.0024061597690086,1e-06
2001-01-09,cash,++++--+--+,-,+,-0.0091808751639442,1e-06
2001-01-10,spy,+++--+--+-,+,+,0.0242248062015503,1e-06
2001-01-11,spy,++--+--+-+,+,+,0.0088200238379022,1e-06
2001-01-12,cash,+--+--+-++,-,+,-0.005181347150259,1e-06
2001-01-16,spy,--+--+-++-,+,+,0.0063920454545454,1e-06
2001-01-17,cash,-+--+-++-+,-,+,-0.0103128621089223,1e-06
2001-01-18,spy,+--+-++-+-,+,+,0.0100702576112412,1e-06
2001-01-19,cash,--+-++-+-+,-,+,-0.0159476824231298,1e-06
2001-01-22,spy,-+-++-+-+-,+,+,0.0048882681564245,1e-06
2001-01-23,spy,+-++-+-+-+,+,+,0.01115500813386,1e-06
2001-01-24,spy,-++-+-+-++,+,+,0.0009174311926605,1e-06
2001-01-25,cash,++-+-+-+++,-,+,-0.0016055045871559,1e-06
2001-01-26,spy,+-+-+-+++-,+,+,0.0053179190751445,1e-06
2001-01-29,spy,-+-+-+++-+,+,+,0.0081181262252075,1e-06
2001-01-30,spy,+-+-+++-++,+,+,0.0110051354836022,1e-06
2001-01-31,cash,-+-+++-+++,-,+,-0.0027655723500957,1e-06
2001-02-01,spy,+-+++-+++-,+,+,0.0060538769899029,1e-06
2001-02-02,cash,-+++-+++-+,-,+,-0.0189227871923005,1e-06
2001-02-05,spy,+++-+++-+-,+,+,0.0073441410382971,1e-06
2001-02-06,spy,++-+++-+-+,+,+,0.0006651613884753,1e-06
2001-02-07,cash,+-+++-+-++,-,+,-0.0002226750224543,1e-06
2001-02-08,cash,-+++-+-++-,-,+,-0.012462966591516,1e-06
2001-02-09,cash,+++-+-++--,-,+,-0.0113236572666732,1e-06
2001-02-12,spy,++-+-++---,+,+,0.0125285436105354,1e-06
2001-02-13,cash,+-+-++---+,-,+,-0.0107703999571795,1e-06
2001-02-14,cash,-+-++---+-,-,+,-0.0044477675464579,1e-06
2001-02-15,spy,+-++---+--,+,+,0.0037639266319174,1e-06
2001-02-16,cash,-++---+--+,-,+,-0.004580199263478,1e-06
2001-02-20,cash,++---+--+-,-,+,-0.020222787181452,1e-06
2001-02-21,cash,+---+--+--,-,+,-0.0178264171391393,1e-06
2001-02-22,cash,---+--+---,-,+,-0.0042738497985652,1e-06
2001-02-23,cash,--+--+----,-,+,-0.0009594079375224,1e-06
2001-02-26,spy,-+--+-----,+,+,0.014467405808213,1e-06
2001-02-27,cash,+--+-----+,-,+,-0.0028391214644105,1e-06
2001-02-28,cash,--+-----+-,-,+,-0.0220907538600221,1e-06
2001-03-01,spy,-+-----+--,+,+,0.004433659079668,1e-06
2001-03-02,spy,+-----+--+,+,+,0.0090612294722576,1e-06
2001-03-05,spy,-----+--++,+,+,0.0047522861912139,1e-06
2001-03-06,cash,----+--+++,-,+,-0.0021368947077724,1e-06
2001-03-07,spy,---+--+++-,+,+,0.0006304320732287,1e-06
2001-03-08,spy,--+--+++-+,+,+,0.0041074587577284,1e-06
2001-03-09,cash,-+--+++-++,-,+,-0.0217287699994052,1e-06
2001-03-12,cash,+--+++-++-,-,+,-0.0348209468232307,1e-06
2001-03-13,spy,--+++-++--,+,+,0.0051925888548093,1e-06
2001-03-14,spy,-+++-++--+,+,+,0.0051260013539323,1e-06
2001-03-15,cash,+++-++--++,-,+,-0.006500605005527,1e-06
2001-03-16,cash,++-++--++-,-,+,-0.0180995062486064,1e-06
2001-03-19,spy,+-++--++--,+,+,0.0137352825548453,1e-06
2001-03-20,cash,-++--++--+,-,+,-0.0313825659860112,1e-06
2001-03-21,cash,++--++--+-,-,+,-0.0168155383063024,1e-06
2001-03-22,cash,+--++--+--,-,+,-0.008034225347748,1e-06
2001-03-23,spy,--++--+---,+,+,0.0108609567941156,1e-06
2001-03-26,spy,-++--+---+,+,+,0.0020743776965822,1e-06
2001-03-27,spy,++--+---++,+,+,0.0232658255328681,1e-06
2001-03-28,cash,+--+---+++,-,+,-0.0159110400861697,1e-06
2001-03-29,spy,--+---+++-,+,+,0.0068004047902754,1e-06
2001-03-30,spy,-+---+++-+,+,+,0.009865853392819,1e-06
2001-04-02,cash,+---+++-++,-,+,-0.0180568017920089,1e-06
2001-04-03,cash,---+++-++-,-,+,-0.0314967876956705,1e-06
2001-04-04,spy,--+++-++--,+,+,0.0025323214259715,1e-06
2001-04-05,spy,-+++-++--+,+,+,0.0154457189131809,1e-06
2001-04-06,cash,+++-++--++,-,+,-0.0060531171588961,1e-06
2001-04-09,spy,++-++--++-,+,+,0.00491225928591,1e-06
2001-04-10,spy,+-++--++-+,+,+,0.0103941499294685,1e-06
2001-04-11,cash,-++--++-++,-,+,-0.0172587594159884,1e-06
2001-04-12,spy,++--++-++-,+,+,0.021926013374466,1e-06
2001-04-16,cash,+--++-++-+,-,+,-0.0058331425823471,1e-06
2001-04-17,spy,--++-++-+-,+,+,0.0166226631848895,1e-06
2001-04-18,spy,-++-++-+-+,+,+,0.0242854989319099,1e-06
2001-04-19,spy,++-++-+-++,+,+,0.0112676179145183,1e-06
2001-04-20,cash,+-++-+-+++,-,+,-0.0032025742273191,1e-06
2001-04-23,cash,-++-+-+++-,-,+,-0.0114031835399069,1e-06
2001-04-24,cash,++-+-+++--,-,+,-0.0076721746471327,1e-06
2001-04-25,spy,+-+-+++---,+,+,0.0144127822960846,1e-06
2001-04-26,cash,-+-+++---+,-,+,-8.083840587650198e-05,1e-06
2001-04-27,spy,+-+++---+-,+,+,0.0068844110067026,1e-06
2001-04-30,spy,-+++---+-+,+,+,0.0016607886036813,1e-06
2001-05-01,spy,+++---+-++,+,+,0.0158311614437105,1e-06
2001-05-02,cash,++---+-+++,-,+,-0.0046307507285679,1e-06
2001-05-03,cash,+---+-+++-,-,+,-0.0072940473240229,1e-06
2001-05-04,spy,---+-+++--,+,+,0.0298422544801945,1e-06
2001-05-07,cash,--+-+++--+,-,+,-0.0048872989405569,1e-06
2001-05-08,cash,-+-+++--+-,-,+,-0.0053602420140639,1e-06
2001-05-09,spy,+-+++--+--,+,+,0.003193624957117,1e-06
2001-05-10,cash,-+++--+--+,-,+,-0.0097438745273369,1e-06
2001-05-11,cash,+++--+--+-,-,+,-0.0067460196358816,1e-06
2001-05-14,spy,++--+--+--,+,+,0.0040032025131432,1e-06
2001-05-15,spy,+--+--+--+,+,+,0.0034249326541116,1e-06
2001-05-16,spy,--+--+--++,+,+,0.0329221461944574,1e-06
2001-05-17,spy,-+--+--+++,+,+,0.0011627433835998,1e-06
2001-05-18,spy,+--+--++++,+,+,0.0050353177915665,1e-06
2001-05-21,spy,--+--+++++,+,+,0.0139402157243094,1e-06
2001-05-22,cash,-+--++++++,-,+,-0.002654980646698,1e-06
2001-05-23,cash,+--++++++-,-,+,-0.0137352385336985,1e-06
2001-05-24,spy,--++++++--,+,+,0.0012358357967157,1e-06
2001-05-25,cash,-++++++--+,-,+,-0.0119551705818536,1e-06
2001-05-29,cash,++++++--+-,-,+,-0.0088909638028015,1e-06
2001-05-30,cash,+++++--+--,-,+,-0.0101903256453977,1e-06
2001-05-31,spy,++++--+---,+,+,0.0041457118855236,1e-06
2001-06-01,spy,+++--+---+,+,+,0.0041997339263706,1e-06
2001-06-04,spy,++--+---++,+,+,0.0042586220278906,1e-06
2001-06-05,spy,+--+---+++,+,+,0.0102753565765064,1e-06
2001-06-06,cash,--+---++++,-,+,-0.0085383719513068,1e-06
2001-06-07,spy,-+---++++-,+,+,0.0089728403169264,1e-06
2001-06-08,cash,+---++++-+,-,+,-0.0054815737272562,1e-06
2001-06-11,cash,---++++-+-,-,+,-0.0048141473818881,1e-06
2001-06-12,spy,--++++-+--,+,+,0.0081691225218674,1e-06
2001-06-13,cash,-++++-+--+,-,+,-0.0108583271543924,1e-06
2001-06-14,cash,++++-+--+-,-,+,-0.0175551642761988,1e-06
2001-06-15,spy,+++-+--+--,+,+,0.007774334492939,1e-06
2001-06-18,cash,++-+--+--+,-,+,-0.003205913561501,1e-06
2001-06-19,cash,+-+--+--+-,-,+,-0.0048210193751589,1e-06
2001-06-20,spy,-+--+--+--,+,+,0.0102318494825433,1e-06
2001-06-21,spy,+--+--+--+,+,+,0.0130911344963238,1e-06
2001-06-22,cash,--+--+--++,-,+,-0.0051826010261532,1e-06
2001-06-25,cash,-+--+--++-,-,+,-0.0126541010223933,1e-06
2001-06-26,spy,+--+--++--,+,+,0.0053763566391665,1e-06
2001-06-27,cash,--+--++--+,-,+,-0.0009868019629378,1e-06
2001-06-28,spy,-+--++--+-,+,+,0.0012295207039254,1e-06
2001-06-29,cash,+--++--+-+,-,+,-0.0016287017318103,1e-06
2001-07-02,spy,--++--+-+-,+,+,0.0108305714056015,1e-06
2001-07-03,spy,-++--+-+-+,+,+,0.0009678586379937,1e-06
2001-07-05,cash,++--+-+-++,-,+,-0.0112943803777948,1e-06
2001-07-06,cash,+--+-+-++-,-,+,-0.0186299114031746,1e-06
2001-07-09,spy,--+-+-++--,+,+,0.00175746161375,1e-06
2001-07-10,cash,-+-+-++--+,-,+,-0.0168758730056243,1e-06
2001-07-11,spy,+-+-++--+-,+,+,0.0023708618367021,1e-06
2001-07-12,spy,-+-++--+-+,+,+,0.0141422798444037,1e-06
2001-07-13,spy,+-++--+-++,+,+,0.0115855806711897,1e-06
2001-07-16,cash,-++--+-+++,-,+,-0.0087049157248548,1e-06
2001-07-17,spy,++--+-+++-,+,+,0.013643922057291,1e-06
2001-07-18,spy,+--+-+++-+,+,+,0.0037326193326937,1e-06
2001-07-19,cash,--+-+++-++,-,+,-0.0009003160097954,1e-06
2001-07-20,spy,-+-+++-++-,+,+,0.0015682609130725,1e-06
2001-07-23,cash,+-+++-++-+,-,+,-0.0233990643030159,1e-06
2001-07-24,cash,-+++-++-+-,-,+,-0.0100840079684217,1e-06
2001-07-25,spy,+++-++-+--,+,+,0.0100067870038903,1e-06
2001-07-26,spy,++-++-+--+,+,+,0.0108348810849965,1e-06
2001-07-27,cash,+-++-+--++,-,+,-0.0001655571642621,1e-06
2001-07-30,cash,-++-+--++-,-,+,-0.0028055446854994,1e-06
2001-07-31,spy,++-+--++--,+,+,0.0028925493729016,1e-06
2001-08-01,spy,+-+--++--+,+,+,0.0011478182196219,1e-06
2001-08-02,cash,-+--++--++,-,+,-0.0050312645434748,1e-06
2001-08-03,cash,+--++--++-,-,+,-0.0034324792975669,1e-06
2001-08-06,cash,--++--++--,-,+,-0.008652619988184,1e-06
2001-08-07,spy,-++--++---,+,+,0.0041573128290997,1e-06
2001-08-08,cash,++--++---+,-,+,-0.0132367959617816,1e-06
2001-08-09,spy,+--++---+-,+,+,0.0015164305796424,1e-06
2001-08-10,spy,--++---+-+,+,+,0.0041245610368886,1e-06
2001-08-13,cash,-++---+-++,-,+,-0.0023411269470664,1e-06
2001-08-14,cash,++---+-++-,-,+,-0.0072415744215243,1e-06
2001-08-15,cash,+---+-++--,-,+,-0.0083033252142107,1e-06
2001-08-16,spy,---+-++---,+,+,0.0072156065543362,1e-06
2001-08-17,cash,--+-++---+,-,+,-0.0076498216252121,1e-06
2001-08-20,spy,-+-++---+-,+,+,0.0088184824690496,1e-06
2001-08-21,cash,+-++---+-+,-,+,-0.016808177467225,1e-06
2001-08-22,spy,-++---+-+-,+,+,0.0023126050797979,1e-06
2001-08-23,cash,++---+-+-+,-,+,-0.0030779806187545,1e-06
2001-08-24,spy,+---+-+-+-,+,+,0.0154423476898868,1e-06
2001-08-27,cash,---+-+-+-+,-,+,-0.0055476477711805,1e-06
2001-08-28,cash,--+-+-+-+-,-,+,-0.0143726493556554,1e-06
2001-08-29,cash,-+-+-+-+--,-,+,-0.0135746296864548,1e-06
2001-08-30,cash,+-+-+-+---,-,+,-0.013321713536127,1e-06
2001-08-31,spy,-+-+-+----,+,+,0.0066137565247637,1e-06
2001-09-04,cash,+-+-+----+,-,+,-0.0037769021602009,1e-06
2001-09-05,cash,-+-+----+-,-,+,0.0,1e-06
2001-09-06,cash,+-+----+--,-,+,-0.0166889024176409,1e-06
2001-09-07,cash,-+----+---,-,+,-0.0118159922016795,1e-06
2001-09-10,spy,+----+----,+,+,0.0218199272990228,1e-06
2001-09-17,spy,----+----+,+,+,0.0326732975421565,1e-06
2001-09-18,cash,---+----++,-,+,-0.0026837800669292,1e-06
2001-09-19,cash,--+----++-,-,+,-0.0206532330201079,1e-06
2001-09-20,cash,-+----++--,-,+,-0.0168326933836812,1e-06
2001-09-21,spy,+----++---,+,+,0.0318201107217109,1e-06
2001-09-24,spy,----++---+,+,+,0.0098274740828583,1e-06
2001-09-25,spy,---++---++,+,+,0.009925558312655,1e-06
2001-09-26,cash,--++---+++,-,+,-0.0093795710677552,1e-06
2001-09-27,spy,-++---+++-,+,+,0.0100740409191743,1e-06
2001-09-28,spy,++---+++-+,+,+,0.0141775008436563,1e-06
2001-10-01,spy,+---+++-++,+,+,0.0035610694105268,1e-06
2001-10-02,spy,---+++-+++,+,+,0.0151923252986027,1e-06
2001-10-03,spy,--+++-++++,+,+,0.0262906313586646,1e-06
2001-10-04,cash,-+++-+++++,-,+,-0.0078492794065459,1e-06
2001-10-05,cash,+++-+++++-,-,+,-0.0001864488864,1e-06
2001-10-08,spy,++-+++++--,+,+,0.0024466184665813,1e-06
2001-10-09,cash,+-+++++--+,-,+,-0.0060970033032322,1e-06
2001-10-10,spy,-+++++--+-,+,+,0.023818493103763,1e-06
2001-10-11,spy,+++++--+-+,+,+,0.009637476651391,1e-06
2001-10-12,spy,++++--+-++,+,+,0.0032065824024575,1e-06
2001-10-15,spy,+++--+-+++,+,+,0.0061677788389961,1e-06
2001-10-16,spy,++--+-++++,+,+,0.0017303716460022,1e-06
2001-10-17,cash,+--+-+++++,-,+,-0.0307913764143521,1e-06
2001-10-18,cash,--+-+++++-,-,+,-0.0037099010110469,1e-06
2001-10-19,spy,-+-+++++--,+,+,0.0032710137768326,1e-06
2001-10-22,spy,+-+++++--+,+,+,0.0202236543078063,1e-06
2001-10-23,cash,-+++++--++,-,+,-0.0095488853319893,1e-06
2001-10-24,cash,+++++--++-,-,+,-0.003303363913217,1e-06
2001-10-25,spy,++++--++--,+,+,0.0290367876705004,1e-06
2001-10-26,spy,+++--++--+,+,+,0.0033651910582244,1e-06
2001-10-29,cash,++--++--++,-,+,-0.0246006411018241,1e-06
2001-10-30,cash,+--++--++-,-,+,-0.0110851870416988,1e-06
2001-10-31,cash,--++--++--,-,+,-0.0102899762246944,1e-06
2001-11-01,spy,-++--++---,+,+,0.0179174830154717,1e-06
2001-11-02,spy,++--++---+,+,+,0.0074695457428767,1e-06
2001-11-05,spy,+--++---++,+,+,0.0050853391266477,1e-06
2001-11-06,spy,--++---+++,+,+,0.0185772821033483,1e-06
2001-11-07,spy,-++---++++,+,+,0.0042945635801213,1e-06
2001-11-08,cash,++---+++++,-,+,-0.0023921703365876,1e-06
2001-11-09,spy,+---+++++-,+,+,0.004187093280206,1e-06
2001-11-12,spy,---+++++-+,+,+,0.0092792682819538,1e-06
2001-11-13,spy,--+++++-++,+,+,0.0097849134913841,1e-06
2001-11-14,cash,-+++++-+++,-,+,-0.0044281888941928,1e-06
2001-11-15,spy,+++++-+++-,+,+,0.0043717757103485,1e-06
2001-11-16,cash,++++-+++-+,-,+,-0.0062565277133044,1e-06
2001-11-19,spy,+++-+++-+-,+,+,0.0073964365442427,1e-06
2001-11-20,cash,++-+++-+-+,-,+,-0.004940623049791,1e-06
2001-11-21,cash,+-+++-+-+-,-,+,-0.0040174592530362,1e-06
2001-11-23,spy,-+++-+-+--,+,+,0.014380913508263,1e-06
2001-11-26,spy,+++-+-+--+,+,+,0.0015550782304603,1e-06
2001-11-27,cash,++-+-+--++,-,+,-0.0016433353822236,1e-06
2001-11-28,cash,+-+-+--++-,-,+,-0.0122015125670572,1e-06
2001-11-29,spy,-+-+--++--,+,+,0.0106457772786086,1e-06
2001-11-30,cash,+-+--++--+,-,+,-0.0030594271805312,1e-06
2001-12-03,cash,-+--++--+-,-,+,-0.0024636935815008,1e-06
2001-12-04,spy,+--++--+--,+,+,0.0120260074491073,1e-06
2001-12-05,spy,--++--+--+,+,+,0.0154830975354831,1e-06
2001-12-06,cash,-++--+--++,-,+,0.0,1e-06
2001-12-07,cash,++--+--++-,-,+,-0.0029085026761944,1e-06
2001-12-10,cash,+--+--++--,-,+,-0.0126888324563206,1e-06
2001-12-11,cash,--+--++---,-,+,-0.0065274150569186,1e-06
2001-12-12,cash,-+--++----,-,+,-0.0023570865584258,1e-06
2001-12-13,cash,+--++-----,-,+,-0.0122520883828897,1e-06
2001-12-14,spy,--++------,+,+,0.0071218321848376,1e-06
2001-12-17,spy,-++------+,+,+,0.0115939925015994,1e-06
2001-12-18,spy,++------++,+,+,0.0030533552464617,1e-06
2001-12-19,spy,+------+++,+,+,0.0149005577369111,1e-06
2001-12-20,cash,------++++,-,+,-0.0073592941482345,1e-06
2001-12-21,cash,-----++++-,-,+,-0.0006954866722043,1e-06
2001-12-24,cash,----++++--,-,+,-0.0008708392626189,1e-06
2001-12-26,spy,---++++---,+,+,0.0061927525078348,1e-06
2001-12-27,spy,--++++---+,+,+,0.0065914526168293,1e-06
2001-12-28,cash,-++++---++,-,+,-0.002493773439197,1e-06
2001-12-31,cash,++++---++-,-,+,-0.0159276663781093,1e-06
2002-01-02,spy,+++---++--,+,+,0.0036486679412591,1e-06
2002-01-03,spy,++---++--+,+,+,0.0102896221038564,1e-06
2002-01-04,spy,+---++--++,+,+,0.0038406126539992,1e-06
2002-01-07,cash,---++--+++,-,+,-0.0077314873093412,1e-06
2002-01-08,cash,--++--+++-,-,+,-0.0023118783315724,1e-06
2002-01-09,cash,-++--+++--,-,+,-0.0095132036977062,1e-06
2002-01-10,spy,++--+++---,+,+,0.0033710725336526,1e-06
2002-01-11,cash,+--+++---+,-,+,-0.0109284627232743,1e-06
2002-01-14,cash,--+++---+-,-,+,-0.003750547749262,1e-06
2002-01-15,spy,-+++---+--,+,+,0.0052378739252411,1e-06
2002-01-16,cash,+++---+--+,-,+,-0.0129484104760995,1e-06
2002-01-17,cash,++---+--+-,-,+,-0.0007911740998156,1e-06
2002-01-18,spy,+---+--+--,+,+,0.0013274471316717,1e-06
2002-01-22,cash,---+--+--+,-,+,-0.012131843986092,1e-06
2002-01-23,spy,--+--+--+-,+,+,0.0053272318045574,1e-06
2002-01-24,cash,-+--+--+-+,-,+,-0.0005279616236887,1e-06
2002-01-25,spy,+--+--+-+-,+,+,0.003801275589951,1e-06
2002-01-28,cash,--+--+-+-+,-,+,-0.0003511932835071,1e-06
2002-01-29,cash,-+--+-+-+-,-,+,-0.0313570464881095,1e-06
2002-01-30,spy,+--+-+-+--,+,+,0.0134070419885551,1e-06
2002-01-31,spy,--+-+-+--+,+,+,0.0091841173899511,1e-06
2002-02-01,cash,-+-+-+--++,-,+,-0.0038906607680585,1e-06
2002-02-04,cash,+-+-+--++-,-,+,-0.0212064939109303,1e-06
2002-02-05,cash,-+-+--++--,-,+,-0.0021024072552611,1e-06
2002-02-06,cash,+-+--++---,-,+,-0.0086639723157003,1e-06
2002-02-07,cash,-+--++----,-,+,-0.0064385997955951,1e-06
2002-02-08,spy,+--++-----,+,+,0.0134401097430453,1e-06
2002-02-11,spy,--++-----+,+,+,0.0126306165479586,1e-06
2002-02-12,spy,-++-----++,+,+,0.0011715686237434,1e-06
2002-02-13,spy,++-----+++,+,+,0.0070864124716917,1e-06
2002-02-14,cash,+-----++++,-,+,-0.003999685086592,1e-06
2002-02-15,cash,-----++++-,-,+,-0.011234972082811,1e-06
2002-02-19,cash,----++++--,-,+,-0.0126191499808728,1e-06
2002-02-20,spy,---++++---,+,+,0.0141219004404969,1e-06
2002-02-21,cash,--++++---+,-,+,-0.0148275925488305,1e-06
2002-02-22,spy,-++++---+-,+,+,0.0119058692542155,1e-06
2002-02-25,spy,++++---+-+,+,+,0.015582277362493,1e-06
2002-02-26,cash,+++---+-++,-,+,-0.0034049933567524,1e-06
2002-02-27,cash,++---+-++-,-,+,-0.0027688242330179,1e-06
2002-02-28,cash,+---+-++--,-,+,-0.0060806607711862,1e-06
2002-03-01,spy,---+-++---,+,+,0.0180808863318565,1e-06
2002-03-04,spy,--+-++---+,+,+,0.0162423042084047,1e-06
2002-03-05,spy,-+-++---++,+,+,0.0004334988430548,1e-06
2002-03-06,spy,+-++---+++,+,+,0.0143353740030664,1e-06
2002-03-07,cash,-++---++++,-,+,-0.0073278851898344,1e-06
2002-03-08,cash,++---++++-,-,+,-0.0033225370486799,1e-06
2002-03-11,spy,+---++++--,+,+,0.0029942550769838,1e-06
2002-03-12,spy,---++++--+,+,+,0.00921619042969,1e-06
2002-03-13,cash,--++++--++,-,+,-0.0050587014643296,1e-06
2002-03-14,cash,-++++--++-,-,+,-0.0013788664326696,1e-06
2002-03-15,spy,++++--++--,+,+,0.0058635879798058,1e-06
2002-03-18,cash,+++--++--+,-,+,-0.0036720778034067,1e-06
2002-03-19,spy,++--++--+-,+,+,0.0012787203118672,1e-06
2002-03-20,cash,+--++--+-+,-,+,-0.010815468980519,1e-06
2002-03-21,cash,--++--+-+-,-,+,-8.674879415205932e-05,1e-06
2002-03-22,cash,-++--+-+--,-,+,-0.0039826760560403,1e-06
2002-03-25,cash,++--+-+---,-,+,-0.012859464546284,1e-06
2002-03-26,spy,+--+-+----,+,+,0.0066067655230661,1e-06
2002-03-27,spy,--+-+----+,+,+,0.0047356039753407,1e-06
2002-03-28,cash,-+-+----++,-,+,-0.0039141043129404,1e-06
2002-04-01,spy,+-+----++-,+,+,0.0029764188733168,1e-06
2002-04-02,cash,-+----++-+,-,+,-0.0003509467832009,1e-06
2002-04-03,cash,+----++-+-,-,+,-0.0076309335170651,1e-06
2002-04-04,spy,----++-+--,+,+,0.0006216669251581,1e-06
2002-04-05,cash,---++-+--+,-,+,-0.0044173512608485,1e-06
2002-04-08,spy,--++-+--+-,+,+,0.0144628154398604,1e-06
2002-04-09,cash,-++-+--+-+,-,+,-0.0091889106973238,1e-06
2002-04-10,spy,++-+--+-+-,+,+,0.0116860410867061,1e-06
2002-04-11,cash,+-+--+-+-+,-,+,-0.020373842361529,1e-06
2002-04-12,spy,-+--+-+-+-,+,+,0.0036029682757505,1e-06
2002-04-15,cash,+--+-+-+-+,-,+,-0.0094069434323675,1e-06
2002-04-16,spy,--+-+-+-+-,+,+,0.0134288275826457,1e-06
2002-04-17,cash,-+-+-+-+-+,-,+,-0.0037922242480851,1e-06
2002-04-18,cash,+-+-+-+-+-,-,+,-0.0038086828995942,1e-06
2002-04-19,cash,-+-+-+-+--,-,+,-0.0028268525039848,1e-06
2002-04-22,cash,+-+-+-+---,-,+,-0.0122797409427414,1e-06
