date,target,combined_feature,return_label_x,return_label_y,return_x,return_y
2011-07-21,spy,++----+-+-,+,+,0.0081710018482123,1e-06
2011-07-22,spy,+----+-+-+,+,+,0.0004460121668761,1e-06
2011-07-25,spy,----+-+-++,+,+,0.0039759847499109,1e-06
2011-07-26,cash,---+-+-+++,-,+,-0.0030656770245933,1e-06
2011-07-27,cash,--+-+-+++-,-,+,-0.0150086001156809,1e-06
2011-07-28,cash,-+-+-+++--,-,+,-0.0029096850310351,1e-06
2011-07-29,spy,+-+-+++---,+,+,0.0032580727407795,1e-06
2011-08-01,cash,-+-+++---+,-,+,-0.0157444024476572,1e-06
2011-08-02,cash,+-+++---+-,-,+,-0.0181519422513143,1e-06
2011-08-03,spy,-+++---+--,+,+,0.0040585269136811,1e-06
2011-08-04,cash,+++---+--+,-,+,-0.0334351076509914,1e-06
2011-08-05,cash,++---+--+-,-,+,-0.0137976369554931,1e-06
2011-08-08,cash,+---+--+--,-,+,-0.0397741970765669,1e-06
2011-08-09,spy,---+--+---,+,+,0.0298939569670578,1e-06
2011-08-10,cash,--+--+---+,-,+,-0.0257678393688797,1e-06
2011-08-11,spy,-+--+---+-,+,+,0.0359350134033087,1e-06
2011-08-12,cash,+--+---+-+,-,+,-0.0023648545243952,1e-06
2011-08-15,spy,--+---+-+-,+,+,0.0119976531242942,1e-06
2011-08-16,spy,-+---+-+-+,+,+,0.0010043953792703,1e-06
2011-08-17,cash,+---+-+-++,-,+,-0.0048233000503508,1e-06
2011-08-18,cash,---+-+-++-,-,+,-0.0170815267276354,1e-06
2011-08-19,cash,--+-+-++--,-,+,-0.0028328585111347,1e-06
2011-08-22,cash,-+-+-++---,-,+,-0.0211860280524832,1e-06
2011-08-23,spy,+-+-++----,+,+,0.0290764548931524,1e-06
2011-08-24,spy,-+-++----+,+,+,0.0162664545136019,1e-06
2011-08-25,cash,+-++----++,-,+,-0.0206350922965222,1e-06
2011-08-26,spy,-++----++-,+,+,0.0197078289496244,1e-06
2011-08-29,spy,++----++-+,+,+,0.0150552282411654,1e-06
2011-08-30,spy,+----++-++,+,+,0.007034664083756,1e-06
2011-08-31,cash,----++-+++,-,+,-0.0019598061862141,1e-06
2011-09-01,cash,---++-+++-,-,+,-0.0110393201734752,1e-06
2011-09-02,cash,--++-+++--,-,+,-0.0048133736162621,1e-06
2011-09-06,spy,-++-+++---,+,+,0.0227292463326682,1e-06
2011-09-07,spy,++-+++---+,+,+,0.0128831151210472,1e-06
2011-09-08,cash,+-+++---++,-,+,-0.0044325397729328,1e-06
2011-09-09,cash,-+++---++-,-,+,-0.0149558304866273,1e-06
2011-09-12,spy,+++---++--,+,+,0.019218982482585,1e-06
2011-09-13,spy,++---++--+,+,+,0.0058948722257325,1e-06
2011-09-14,spy,+---++--++,+,+,0.008703789425094,1e-06
2011-09-15,spy,---++--+++,+,+,0.0064649711515301,1e-06
2011-09-16,spy,--++--++++,+,+,0.001896246399563,1e-06
2011-09-19,spy,-++--+++++,+,+,0.0065255482913296,1e-06
2011-09-20,cash,++--++++++,-,+,-0.0053799166323516,1e-06
2011-09-21,cash,+--++++++-,-,+,-0.0299426599268078,1e-06
2011-09-22,cash,--++++++--,-,+,-0.0034437032198537,1e-06
2011-09-23,spy,-++++++---,+,+,0.0127553322396801,1e-06
2011-09-26,spy,++++++---+,+,+,0.0142221206241817,1e-06
2011-09-27,cash,+++++---++,-,+,-0.0083522979327192,1e-06
2011-09-28,cash,++++---++-,-,+,-0.022414666471473,1e-06
2011-09-29,cash,+++---++--,-,+,-0.0085433573167684,1e-06
2011-09-30,cash,++---++---,-,+,-0.0113586322151775,1e-06
2011-10-03,cash,+---++----,-,+,-0.022757557180275,1e-06
2011-10-04,spy,---++-----,+,+,0.0368250846327655,1e-06
2011-10-05,spy,--++-----+,+,+,0.0159829104818407,1e-06
2011-10-06,spy,-++-----++,+,+,0.0186253693778414,1e-06
2011-10-07,cash,++-----+++,-,+,-0.012460519819822,1e-06
2011-10-10,spy,+-----+++-,+,+,0.0161454921902761,1e-06
2011-10-11,spy,-----+++-+,+,+,0.0069823688271431,1e-06
2011-10-12,spy,----+++-++,+,+,0.0012437937626599,1e-06
2011-10-13,spy,---+++-+++,+,+,0.0039153716854256,1e-06
2011-10-14,spy,--+++-++++,+,+,0.0054137971691323,1e-06
2011-10-17,cash,-+++-+++++,-,+,-0.0144273673059768,1e-06
2011-10-18,spy,+++-+++++-,+,+,0.0203096591793098,1e-06
2011-10-19,cash,++-+++++-+,-,+,-0.010214087498397,1e-06
2011-10-20,spy,+-+++++-+-,+,+,0.0018941230038339,1e-06
2011-10-21,spy,-+++++-+-+,+,+,0.0071492802745466,1e-06
2011-10-24,spy,+++++-+-++,+,+,0.0106305847973697,1e-06
2011-10-25,cash,++++-+-+++,-,+,-0.0147329357585306,1e-06
2011-10-26,cash,+++-+-+++-,-,+,-0.0004020540649518,1e-06
2011-10-27,spy,++-+-+++--,+,+,0.0078352084221152,1e-06
2011-10-28,spy,+-+-+++--+,+,+,0.0046875476837158,1e-06
2011-10-31,cash,-+-+++--++,-,+,-0.0130544480520805,1e-06
2011-11-01,cash,+-+++--++-,-,+,-0.000245831185749,1e-06
2011-11-02,spy,-+++--++--,+,+,0.0012920619425745,1e-06
2011-11-03,spy,+++--++--+,+,+,0.007823129106692,1e-06
2011-11-04,spy,++--++--++,+,+,0.00199632670525,1e-06
2011-11-07,spy,+--++--+++,+,+,0.0069383742787852,1e-06
2011-11-08,spy,--++--++++,+,+,0.0075638126246644,1e-06
2011-11-09,cash,-++--+++++,-,+,-0.0138521557850408,1e-06
2011-11-10,cash,++--+++++-,-,+,-0.0037663371845094,1e-06
2011-11-11,spy,+--+++++--,+,+,0.0065962156797,1e-06
2011-11-14,cash,--+++++--+,-,+,-0.0057849539805861,1e-06
2011-11-15,spy,-+++++--+-,+,+,0.0072701420102372,1e-06
2011-11-16,cash,+++++--+-+,-,+,-0.0058488561959658,1e-06
2011-11-17,cash,++++--+-+-,-,+,-0.0140492360533465,1e-06
2011-11-18,cash,+++--+-+--,-,+,-0.0042448705556441,1e-06
2011-11-21,cash,++--+-+---,-,+,-0.00449245673746,1e-06
2011-11-22,cash,+--+-+----,-,+,-0.0017587862796395,1e-06
2011-11-23,cash,--+-+-----,-,+,-0.0127890415866297,1e-06
2011-11-25,cash,-+-+------,-,+,-0.0003437095417715,1e-06
2011-11-28,spy,+-+-------,+,+,0.0014221027910602,1e-06
2011-11-29,cash,-+-------+,-,+,0.0,1e-06
2011-11-30,spy,+-------+-,+,+,0.0121467327390737,1e-06
2011-12-01,spy,-------+-+,+,+,0.0009611753948631,1e-06
2011-12-02,cash,------+-++,-,+,-0.0099905019726509,1e-06
2011-12-05,cash,-----+-++-,-,+,-0.0048880095796903,1e-06
2011-12-06,spy,----+-++--,+,+,0.0003961893044967,1e-06
2011-12-07,spy,---+-++--+,+,+,0.0070725289649026,1e-06
2011-12-08,cash,--+-++--++,-,+,-0.0154885190945441,1e-06
2011-12-09,spy,-+-++--++-,+,+,0.0123684915999148,1e-06
2011-12-12,cash,+-++--++-+,-,+,-0.0059223519955431,1e-06
2011-12-13,cash,-++--++-+-,-,+,-0.0144962161600669,1e-06
2011-12-14,cash,++--++-+--,-,+,-0.0066905981654592,1e-06
2011-12-15,cash,+--++-+---,-,+,-0.0069088716780848,1e-06
2011-12-16,cash,--++-+----,-,+,-0.0052360877155016,1e-06
2011-12-19,cash,-++-+-----,-,+,-0.0145010378376972,1e-06
2011-12-20,spy,++-+------,+,+,0.0143231297727036,1e-06
2011-12-21,spy,+-+------+,+,+,0.0019365598578111,1e-06
2011-12-22,spy,-+------++,+,+,0.0051351954084303,1e-06
2011-12-23,spy,+------+++,+,+,0.0057293007972769,1e-06
2011-12-27,spy,------++++,+,+,0.0025362582188178,1e-06
2011-12-28,cash,-----+++++,-,+,-0.0132795848297172,1e-06
2011-12-29,spy,----+++++-,+,+,0.0070265482100193,1e-06
2011-12-30,cash,---+++++-+,-,+,-0.0041263026259175,1e-06
2012-01-03,cash,--+++++-+-,-,+,-0.0020350824349018,1e-06
2012-01-04,spy,-+++++-+--,+,+,0.0039308177043703,1e-06
2012-01-05,spy,+++++-+--+,+,+,0.0081095278527558,1e-06
2012-01-06,cash,++++-+--++,-,+,-0.0038221363138359,1e-06
2012-01-09,spy,+++-+--++-,+,+,0.000156283378601,1e-06
2012-01-10,cash,++-+--++-+,-,+,-0.0020093864136515,1e-06
2012-01-11,spy,+-+--++-+-,+,+,0.0036510621945323,1e-06
2012-01-12,cash,-+--++-+-+,-,+,-0.0004631690514043,1e-06
2012-01-13,spy,+--++-+-+-,+,+,0.001554702652294,1e-06
2012-01-17,cash,--++-+-+-+,-,+,-0.0056888490371115,1e-06
2012-01-18,spy,-++-+-+-+-,+,+,0.011290748909075,1e-06
2012-01-19,spy,++-+-+-+-+,+,+,0.0018290313285425,1e-06
2012-01-20,spy,+-+-+-+-++,+,+,0.0054098706595612,1e-06
2012-01-23,spy,-+-+-+-+++,+,+,0.000760444891589,1e-06
2012-01-24,spy,+-+-+-++++,+,+,0.0050458994396828,1e-06
2012-01-25,spy,-+-+-+++++,+,+,0.0099040309779238,1e-06
2012-01-26,cash,+-+-++++++,-,+,-0.0095380328343027,1e-06
2012-01-27,spy,-+-++++++-,+,+,0.0044193981010226,1e-06
2012-01-30,spy,+-++++++-+,+,+,0.0065895383231091,1e-06
2012-01-31,cash,-++++++-++,-,+,-0.0053022036478467,1e-06
2012-02-01,spy,++++++-++-,+,+,0.0013607071109374,1e-06
2012-02-02,cash,+++++-++-+,-,+,-0.0003767275926118,1e-06
2012-02-03,spy,++++-++-+-,+,+,0.0040298006427821,1e-06
2012-02-06,spy,+++-++-+-+,+,+,0.0035079954895573,1e-06
2012-02-07,spy,++-++-+-++,+,+,0.0046209668752235,1e-06
2012-02-08,spy,+-++-+-+++,+,+,0.0024469956218386,1e-06
2012-02-09,cash,-++-+-++++,-,+,-0.0003692714748209,1e-06
2012-02-10,spy,++-+-++++-,+,+,0.0014907345168675,1e-06
2012-02-13,spy,+-+-++++-+,+,+,0.000295545994444,1e-06
2012-02-14,spy,-+-++++-++,+,+,0.0014074254918981,1e-06
2012-02-15,cash,+-++++-+++,-,+,-0.0078891637963388,1e-06
2012-02-16,spy,-++++-+++-,+,+,0.0109979612617046,1e-06
2012-02-17,cash,++++-+++-+,-,+,-0.0008057471938839,1e-06
2012-02-21,cash,+++-+++-+-,-,+,-0.0019015176988232,1e-06
2012-02-22,cash,++-+++-+--,-,+,-0.0016879182211292,1e-06
2012-02-23,spy,+-+++-+---,+,+,0.0049279062655193,1e-06
2012-02-24,cash,-+++-+---+,-,+,0.0,1e-06
2012-02-27,spy,+++-+---+-,+,+,0.0083811156729925,1e-06
2012-02-28,spy,++-+---+-+,+,+,0.0026239112125299,1e-06
2012-02-29,cash,+-+---+-++,-,+,-0.005371590184974,1e-06
2012-03-01,spy,-+---+-++-,+,+,0.0030587588406742,1e-06
2012-03-02,cash,+---+-++-+,-,+,-0.0023975721630198,1e-06
2012-03-05,cash,---+-++-+-,-,+,-0.0025529255137403,1e-06
2012-03-06,cash,--+-++-+--,-,+,-0.0044329965013576,1e-06
2012-03-07,spy,-+-++-+---,+,+,0.0046646297512272,1e-06
2012-03-08,spy,+-++-+---+,+,+,0.0038088851259783,1e-06
2012-03-09,spy,-++-+---++,+,+,0.0019665277965008,1e-06
2012-03-12,spy,++-+---+++,+,+,0.0002180936287263,1e-06
2012-03-13,spy,+-+---++++,+,+,0.0125794544696379,1e-06
2012-03-14,cash,-+---+++++,-,+,-0.001356191528399,1e-06
2012-03-15,spy,+---+++++-,+,+,0.0042820876707411,1e-06
2012-03-16,cash,---+++++-+,-,+,-0.0004274548185583,1e-06
2012-03-19,spy,--+++++-+-,+,+,0.004564577127184,1e-06
2012-03-20,spy,-+++++-+-+,+,+,0.002784715324171,1e-06
2012-03-21,cash,+++++-+-++,-,+,-0.0022060742183915,1e-06
2012-03-22,spy,++++-+-++-,+,+,0.0001437295122405,1e-06
2012-03-23,spy,+++-+-++-+,+,+,0.002368551212445,1e-06
2012-03-26,spy,++-+-++-++,+,+,0.0068255012835175,1e-06
2012-03-27,cash,+-+-++-+++,-,+,-0.0040214992389445,1e-06
2012-03-28,cash,-+-++-+++-,-,+,-0.0044649529097136,1e-06
2012-03-29,spy,+-++-+++--,+,+,0.0042251241798154,1e-06
2012-03-30,cash,-++-+++--+,-,+,-0.0007805890702587,1e-06
2012-04-02,spy,++-+++--+-,+,+,0.0085324015461458,1e-06
2012-04-03,cash,+-+++--+-+,-,+,-0.0026828924346936,1e-06
2012-04-04,cash,-+++--+-+-,-,+,-0.0025673984254566,1e-06
2012-04-05,spy,+++--+-+--,+,+,0.0029415152027367,1e-06
2012-04-09,spy,++--+-+--+,+,+,0.0013765300520653,1e-06
2012-04-10,cash,+--+-+--++,-,+,-0.0148604791381543,1e-06
2012-04-11,cash,--+-+--++-,-,+,-0.0021122681937089,1e-06
2012-04-12,spy,-+-+--++--,+,+,0.0121052165406024,1e-06
2012-04-13,cash,+-+--++--+,-,+,-0.0096049817240547,1e-06
2012-04-16,cash,-+--++--+-,-,+,-0.0057312340911289,1e-06
2012-04-17,spy,+--++--+--,+,+,0.0089959774093754,1e-06
2012-04-18,spy,--++--+--+,+,+,0.0010833012365393,1e-06
2012-04-19,cash,-++--+--++,-,+,-0.0065642619206327,1e-06
2012-04-20,cash,++--+--++-,-,+,-0.0027470894078105,1e-06
2012-04-23,spy,+--+--++--,+,+,0.0018309653749293,1e-06
2012-04-24,spy,--+--++--+,+,+,0.0029215826877892,1e-06
2012-04-25,spy,-+--++--++,+,+,0.0038947606829686,1e-06
2012-04-26,spy,+--++--+++,+,+,0.0091439576502409,1e-06
2012-04-27,cash,--++--++++,-,+,-0.001351560954129,1e-06
2012-04-30,cash,-++--++++-,-,+,-0.0017129790316076,1e-06
2012-05-01,spy,++--++++--,+,+,0.0067959957984023,1e-06
2012-05-02,spy,+--++++--+,+,+,0.0028588419132942,1e-06
2012-05-03,cash,--++++--++,-,+,-0.0077668260391448,1e-06
2012-05-04,cash,-++++--++-,-,+,-0.0109731751774362,1e-06
2012-05-07,spy,++++--++--,+,+,0.0043221128153377,1e-06
2012-05-08,spy,+++--++--+,+,+,0.0019812465136443,1e-06
2012-05-09,spy,++--++--++,+,+,0.0047372269484433,1e-06
2012-05-10,cash,+--++--+++,-,+,-0.0048287126037961,1e-06
2012-05-11,spy,--++--+++-,+,+,0.0032551782745184,1e-06
2012-05-14,cash,-++--+++-+,-,+,-0.0014890697035039,1e-06
2012-05-15,cash,++--+++-+-,-,+,-0.0050739286143273,1e-06
2012-05-16,cash,+--+++-+--,-,+,-0.0082872972235247,1e-06
2012-05-17,cash,--+++-+---,-,+,-0.0150534396418192,1e-06
2012-05-18,cash,-+++-+----,-,+,-0.0124076249113765,1e-06
2012-05-21,spy,+++-+-----,+,+,0.0139059427448422,1e-06
2012-05-22,cash,++-+-----+,-,+,-0.0008313854763911,1e-06
2012-05-23,spy,+-+-----+-,+,+,0.0077714611235119,1e-06
2012-05-24,cash,-+-----+-+,-,+,-0.0007540232212461,1e-06
2012-05-25,cash,+-----+-+-,-,+,-0.0028682792593451,1e-06
2012-05-29,spy,-----+-+--,+,+,0.0040552213223351,1e-06
2012-05-30,cash,----+-+--+,-,+,-0.0060350261503603,1e-06
2012-05-31,cash,---+-+--+-,-,+,-0.0018222267172566,1e-06
2012-06-01,cash,--+-+--+--,-,+,-0.0096592223524215,1e-06
2012-06-04,cash,-+-+--+---,-,+,-0.0022586906107283,1e-06
2012-06-05,spy,+-+--+----,+,+,0.0095425018745276,1e-06
2012-06-06,spy,-+--+----+,+,+,0.0153881663554329,1e-06
2012-06-07,cash,+--+----++,-,+,-0.0106390811115468,1e-06
2012-06-08,spy,--+----++-,+,+,0.0105534835532135,1e-06
2012-06-11,cash,-+----++-+,-,+,-0.0205708768316489,1e-06
2012-06-12,spy,+----++-+-,+,+,0.008574284394712,1e-06
2012-06-13,cash,----++-+-+,-,+,-0.0034708478028748,1e-06
2012-06-14,spy,---++-+-+-,+,+,0.0085386497965994,1e-06
2012-06-15,spy,--++-+-+-+,+,+,0.005697964305097,1e-06
2012-06-18,spy,-++-+-+-++,+,+,0.0061385840259739,1e-06
2012-06-19,spy,++-+-+-+++,+,+,0.004589836458271,1e-06
2012-06-20,cash,+-+-+-++++,-,+,-0.0016948712323998,1e-06
2012-06-21,cash,-+-+-++++-,-,+,-0.0235918384152278,1e-06
2012-06-22,spy,+-+-++++--,+,+,0.0024787938026831,1e-06
2012-06-25,cash,-+-++++--+,-,+,-0.0055281765291056,1e-06
2012-06-26,spy,+-++++--+-,+,+,0.0021260348199318,1e-06
2012-06-27,spy,-++++--+-+,+,+,0.005663797087832,1e-06
2012-06-28,spy,++++--+-++,+,+,0.0037795753675679,1e-06
2012-06-29,spy,+++--+-+++,+,+,0.0066568726005074,1e-06
2012-07-02,spy,++--+-++++,+,+,0.0002198034894195,1e-06
2012-07-03,spy,+--+-+++++,+,+,0.006814243579161,1e-06
2012-07-05,cash,--+-++++++,-,+,-0.0008035107031103,1e-06
2012-07-06,spy,-+-++++++-,+,+,0.0001476656992742,1e-06
2012-07-09,cash,+-++++++-+,-,+,-0.0004431788774545,1e-06
2012-07-10,cash,-++++++-+-,-,+,-0.0137489536998217,1e-06
2012-07-11,cash,++++++-+--,-,+,-0.0003725732006289,1e-06
2012-07-12,spy,+++++-+---,+,+,0.0009745810411211,1e-06
2012-07-13,spy,++++-+---+,+,+,0.0141192244212665,1e-06
2012-07-16,cash,+++-+---++,-,+,-7.39055334064277e-05,1e-06
2012-07-17,spy,++-+---++-,+,+,0.0028682752529758,1e-06
2012-07-18,spy,+-+---++-+,+,+,0.0097765502550216,1e-06
2012-07-19,spy,-+---++-++,+,+,0.0005811974907521,1e-06
2012-07-20,cash,+---++-+++,-,+,-0.0035048976870037,1e-06
2012-07-23,spy,---++-+++-,+,+,0.0046106574816632,1e-06
2012-07-24,cash,--++-+++-+,-,+,-0.0093202880602884,1e-06
2012-07-25,cash,-++-+++-+-,-,+,-0.0018627523097662,1e-06
2012-07-26,spy,++-+++-+--,+,+,0.0020604811285193,1e-06
2012-07-27,spy,+-+++-+--+,+,+,0.013076143575965,1e-06
2012-07-30,spy,-+++-+--++,+,+,0.0011549841061629,1e-06
2012-07-31,cash,+++-+--+++,-,+,-0.0056321665705715,1e-06
2012-08-01,cash,++-+--+++-,-,+,-0.0080028884987342,1e-06
2012-08-02,spy,+-+--+++--,+,+,0.0006590723975049,1e-06
2012-08-03,spy,-+--+++--+,+,+,0.0057015629246658,1e-06
2012-08-06,cash,+--+++--++,-,+,-0.0007157608262374,1e-06
2012-08-07,spy,--+++--++-,+,+,0.0009988204861826,1e-06
2012-08-08,spy,-+++--++-+,+,+,0.0045763272199982,1e-06
2012-08-09,spy,+++--++-++,+,+,0.0022810416960108,1e-06
2012-08-10,spy,++--++-+++,+,+,0.0057126755934872,1e-06
2012-08-13,spy,+--++-++++,+,+,0.0012090907650469,1e-06
2012-08-14,cash,--++-+++++,-,+,-0.0035388210330467,1e-06
2012-08-15,spy,-++-+++++-,+,+,0.002204191979089,1e-06
2012-08-16,spy,++-+++++-+,+,+,0.0059511982501092,1e-06
2012-08-17,cash,+-+++++-++,-,+,-0.0003515647420365,1e-06
2012-08-20,spy,-+++++-++-,+,+,0.0014791288927081,1e-06
2012-08-21,cash,+++++-++-+,-,+,-0.0054721398627479,1e-06
2012-08-22,spy,++++-++-+-,+,+,0.0029703921206804,1e-06
2012-08-23,cash,+++-++-+-+,-,+,-0.0057255782258041,1e-06
2012-08-24,spy,++-++-+-+-,+,+,0.0085524693116829,1e-06
2012-08-27,cash,+-++-+-+-+,-,+,-0.0024667425824314,1e-06
2012-08-28,spy,-++-+-+-+-,+,+,0.0015583031032474,1e-06
2012-08-29,cash,++-+-+-+-+,-,+,-7.073039374510427e-05,1e-06
2012-08-30,cash,+-+-+-+-+-,-,+,-0.0029097829743095,1e-06
2012-08-31,cash,-+-+-+-+--,-,+,-0.0009200200311439,1e-06
2012-09-04,cash,+-+-+-+---,-,+,-7.086292762125485e-05,1e-06
2012-09-05,cash,-+-+-+----,-,+,-0.0012757295375512,1e-06
2012-09-06,spy,+-+-+-----,+,+,0.0141789633430613,1e-06
2012-09-07,spy,-+-+-----+,+,+,0.0022221188558101,1e-06
2012-09-10,cash,+-+-----++,-,+,-0.0047160546713122,1e-06
2012-09-11,spy,-+-----++-,+,+,0.0021587572800678,1e-06
2012-09-12,cash,+-----++-+,-,+,0.0,1e-06
2012-09-13,spy,-----++-+-,+,+,0.0153771648942781,1e-06
2012-09-14,spy,----++-+-+,+,+,0.002450984466121,1e-06
2012-09-17,cash,---++-+-++,-,+,-0.0013610789772644,1e-06
2012-09-18,spy,--++-+-++-,+,+,0.000887361725367,1e-06
2012-09-19,cash,-++-+-++-+,-,+,-0.0006130958648877,1e-06
2012-09-20,spy,++-+-++-+-,+,+,0.0046566317897327,1e-06
2012-09-21,cash,+-+-++-+-+,-,+,-0.0052509838766085,1e-06
2012-09-24,spy,-+-++-+-+-,+,+,0.0034447125113665,1e-06
2012-09-25,cash,+-++-+-+-+,-,+,-0.0127432209152868,1e-06
2012-09-26,cash,-++-+-+-+-,-,+,-0.0054141320082713,1e-06
2012-09-27,spy,++-+-+-+--,+,+,0.0052123149849283,1e-06
2012-09-28,cash,+-+-+-+--+,-,+,-0.0008327789592423,1e-06
2012-10-01,cash,-+-+-+--+-,-,+,-0.0011762950727901,1e-06
2012-10-02,cash,+-+-+--+--,-,+,-0.00289813810552,1e-06
2012-10-03,spy,-+-+--+---,+,+,0.0013803364558263,1e-06
2012-10-04,spy,+-+--+---+,+,+,0.003364498044614,1e-06
2012-10-05,cash,-+--+---++,-,+,-0.005241333151362,1e-06
2012-10-08,spy,+--+---++-,+,+,0.0002746791514856,1e-06
2012-10-09,cash,--+---++-+,-,+,-0.0091390217976411,1e-06
2012-10-10,cash,-+---++-+-,-,+,-0.0062421552379198,1e-06
2012-10-11,cash,+---++-+--,-,+,-0.0063764775209945,1e-06
2012-10-12,cash,---++-+---,-,+,-0.0039732838250568,1e-06
2012-10-15,spy,--++-+----,+,+,0.0059345537168943,1e-06
2012-10-16,spy,-++-+----+,+,+,0.0053882205643496,1e-06
2012-10-17,spy,++-+----++,+,+,0.0038450807535059,1e-06
2012-10-18,cash,+-+----+++,-,+,0.0,1e-06
2012-10-19,cash,-+----+++-,-,+,-0.0148402859280001,1e-06
2012-10-22,spy,+----+++--,+,+,0.0018163449298713,1e-06
2012-10-23,cash,----+++--+,-,+,-0.0031016667102294,1e-06
2012-10-24,cash,---+++--+-,-,+,-0.0064115299815385,1e-06
2012-10-25,cash,--+++--+--,-,+,-0.0041544259888048,1e-06
2012-10-26,spy,-+++--+---,+,+,0.0003538786318319,1e-06
2012-10-31,cash,+++--+---+,-,+,-0.0035248500421996,1e-06
2012-11-01,spy,++--+---+-,+,+,0.0083304481850711,1e-06
2012-11-02,cash,+--+---+-+,-,+,-0.0147549779040658,1e-06
2012-11-05,spy,--+---+-+-,+,+,0.003537318559674,1e-06
2012-11-06,spy,-+---+-+-+,+,+,0.004779364214257,1e-06
2012-11-07,cash,+---+-+-++,-,+,-0.0136947789866897,1e-06
2012-11-08,cash,---+-+-++-,-,+,-0.0118826320570672,1e-06
2012-11-09,spy,--+-+-++--,+,+,0.0039239105077866,1e-06
2012-11-12,cash,-+-+-++--+,-,+,-0.0023089117099731,1e-06
2012-11-13,spy,+-+-++--+-,+,+,0.0018176531351132,1e-06
2012-11-14,cash,-+-++--+-+,-,+,-0.0164967363239204,1e-06
2012-11-15,cash,+-++--+-+-,-,+,-0.0020591174297277,1e-06
2012-11-16,spy,-++--+-+--,+,+,0.0034584344504174,1e-06
2012-11-19,spy,++--+-+--+,+,+,0.0089195869526393,1e-06
2012-11-20,spy,+--+-+--++,+,+,0.0020156847737039,1e-06
2012-11-21,spy,--+-+--+++,+,+,0.0010049486189212,1e-06
2012-11-23,spy,-+-+--++++,+,+,0.0087062097922809,1e-06
2012-11-26,spy,+-+--+++++,+,+,0.0028440040713249,1e-06
2012-11-27,cash,-+--++++++,-,+,-0.0041161153642823,1e-06
2012-11-28,spy,+--++++++-,+,+,0.0121637970366985,1e-06
2012-11-29,spy,--++++++-+,+,+,0.0009154843228011,1e-06
2012-11-30,spy,-++++++-++,+,+,7.031452707790968e-05,1e-06
2012-12-03,cash,++++++-+++,-,+,-0.0094538240522748,1e-06
2012-12-04,cash,+++++-+++-,-,+,-0.0013433430297412,1e-06
2012-12-05,spy,++++-+++--,+,+,0.0009196073233555,1e-06
2012-12-06,spy,+++-+++--+,+,+,0.004314922765937,1e-06
2012-12-07,cash,++-+++--++,-,+,-0.0008418937642264,1e-06
2012-12-10,spy,+-+++--++-,+,+,0.001828243404552,1e-06
2012-12-11,spy,-+++--++-+,+,+,0.0026562623325703,1e-06
2012-12-12,cash,+++--++-++,-,+,-0.0034028159247504,1e-06
2012-12-13,cash,++--++-++-,-,+,-0.0055082505662998,1e-06
2012-12-14,cash,+--++-++--,-,+,-0.0015458207516947,1e-06
2012-12-17,spy,--++-++---,+,+,0.0091247493550867,1e-06
2012-12-18,spy,-++-++---+,+,+,0.0095138549804687,1e-06
2012-12-19,cash,++-++---++,-,+,-0.0085206177665444,1e-06
2012-12-20,spy,+-++---++-,+,+,0.0051252958120871,1e-06
2012-12-21,spy,-++---++-+,+,+,0.0043609420072633,1e-06
2012-12-24,cash,++---++-++,-,+,-0.0009123359623902,1e-06
2012-12-26,cash,+---++-++-,-,+,-0.0062394797634374,1e-06
2012-12-27,cash,---++-++--,-,+,-0.0016220871600926,1e-06
2012-12-28,cash,--++-++---,-,+,-0.0043373194894685,1e-06
2012-12-31,spy,-++-++----,+,+,0.01969067684298,1e-06
2013-01-02,spy,++-++----+,+,+,0.0065467365739533,1e-06
2013-01-03,cash,+-++----++,-,+,-0.0017810107256772,1e-06
2013-01-04,spy,-++----++-,+,+,0.0027402472640908,1e-06
2013-01-07,spy,++----++-+,+,+,0.0008227296000408,1e-06
2013-01-08,cash,+----++-++,-,+,-0.0010980965941726,1e-06
2013-01-09,spy,----++-++-,+,+,0.0003427918929978,1e-06
2013-01-10,spy,---++-++-+,+,+,0.0023853752723168,1e-06
2013-01-11,spy,--++-++-++,+,+,0.0002041215958676,1e-06
2013-01-14,spy,-++-++-+++,+,+,0.000544637697509,1e-06
2013-01-15,spy,++-++-++++,+,+,0.0053319712480968,1e-06
2013-01-16,spy,+-++-+++++,+,+,0.001907738442094,1e-06
2013-01-17,spy,-++-++++++,+,+,0.002031164915074,1e-06
2013-01-18,spy,++-+++++++,+,+,0.0024329296977879,1e-06
2013-01-22,spy,+-++++++++,+,+,0.0053934001340403,1e-06
2013-01-23,spy,-+++++++++,+,+,0.001609268601336,1e-06
2013-01-24,spy,++++++++++,+,+,0.0017432770785458,1e-06
2013-01-25,spy,++++++++++,+,+,0.002468608921362,1e-06
2013-01-28,cash,++++++++++,-,+,-0.001463743241343,1e-06
2013-01-29,spy,+++++++++-,+,+,0.0059424408376817,1e-06
2013-01-30,cash,++++++++-+,-,+,-0.0037838028925858,1e-06
2013-01-31,cash,+++++++-+-,-,+,-0.0012676125303885,1e-06
2013-02-01,spy,++++++-+--,+,+,0.0039164395657732,1e-06
2013-02-04,cash,+++++-+--+,-,+,-0.0051890234172458,1e-06
2013-02-05,spy,++++-+--+-,+,+,0.0046557826393451,1e-06
2013-02-06,spy,+++-+--+-+,+,+,0.0042519224786225,1e-06
2013-02-07,cash,++-+--+-++,-,+,-0.0016533297328203,1e-06
